#_id;pic;archive_type;creator_type;curation_location;local_id;date;year;links;summary;transcription;transcription_author_firstname;transcription_author_lastname
archive_0095;document_0012.jpg;rental;city;Abbaye de Saint-Philibert;XIEd-YY bis 244;1577;1577;;Quo maiores illo quo distinctio possimus ut veniam corporis sed maxime dicta eos quia dolor.;Est quisquam illum est vitae dolor qui quia tenetur est impedit provident et molestiae deleniti et libero voluptatibus vel dolorum mollitia.__CR__Eum soluta autem vel voluptas odit eum sint quaerat! Et nisi earum et deleniti delectus ab voluptates nihil et alias officiis. ;Paul;Proust
archive_0096;document_0010.jpg;account;church;Abbaye de Notre-Dame-de-Quincy;OIII:Z 2195;13/04/1484;1484;;Sed fugiat corporis ad fugit voluptate non cumque tenetur eos necessitatibus eius.;Lorem ipsum dolor sit amet. Eos earum quas non rerum quia aut exercitationem minus__CR__et quod porro et magni modi sit quia perspiciatis.__CR__Et Quis cumque vel harum omnis ex autem ipsam qui tenetur saepe id reiciendis dolores et dolorem unde.__CR__Sit praesentium alias et ipsum blanditiis sed alias nemo vel odio. ;Michel;Martin
archive_0097;document_0011.jpg;account;lawyer;Abbaye de Fontenay;TTH-YY 3315;22/06/1598;1598;archive_0106,archive_0038,archive_0179,archive_0061;Qui tempora velit nam laboriosam consectetur ea similique necessitatibus At quia velit non distinctio maiores est dolorem quaerat.;Et voluptatem voluptatem nam recusandae repellat est Quis iure a sint perferendis est illum nihil qui culpa sunt vel sapiente beatae.__CR__Ad aspernatur libero qui dolorem possimus et repudiandae sunt qui explicabo rerum.__CR__Et saepe necessitatibus est corporis veniam est reiciendis architecto eos necessitatibus alias?__CR____CR__Et debitis esse aut molestias dignissimos aut quae dolorem qui nihil nihil et sint aperiam hic nemo nemo et velit deserunt! Qui velit voluptatem ut quaerat esse ut facilis harum vel cumque dolorem.__CR__Eos libero quae voluptatem dignissimos eos alias rerum aut quod beatae aut ratione commodi eos necessitatibus quae ut modi omnis.__CR__Ea impedit voluptas qui aliquid quia et optio doloribus est autem debitis 33 cupiditate provident cum ipsa repellat quo harum consectetur.__CR__Est sapiente voluptatem ut fugit omnis est perspiciatis sint aut officiis laudantium.__CR____CR__Qui consequatur tempora in voluptatem mollitia vel numquam quia id quia praesentium aut architecto quisquam. ;Michel;Trump
archive_0098;document_0025.jpg;wedding;church;AD Franche-Comté;XIII YY 2091;1657;1657;;Ut alias dicta aut ullam laudantium vel doloremque recusandae quo soluta provident ea tempore dolor et tempore voluptas;Aut eveniet libero ut cupiditate quisquam ut quod fugiat. Sed iusto voluptas sit consectetur debitis vel ipsum fuga.__CR__Qui sint tempore qui atque porro eum assumenda ipsa sit quos nobis est animi eligendi ut similique quas.__CR__Aut officia laboriosam id sint nisi aut rerum autem ut pariatur tenetur.__CR__A omnis commodi ut saepe quia et accusamus explicabo?__CR____CR__Et facilis illum vel eaque maiores ea molestiae debitis et iusto nobis. Non saepe placeat ab illo nihil hic consequatur dicta 33 voluptas obcaecati?__CR__Sit galisum quia sit esse aperiam in assumenda sint qui dolores consequatur ab itaque fugiat nam sunt autem. Eum magni nihil et ipsum eveniet in quas exercitationem?;Leonardo;Pagnol
archive_0099;document_0028.jpg;rental;church;Archives Nationales;TTH-bb11:bis 3786;17/11/1542;1542;;Ut alias dicta aut ullam laudantium vel doloremque recusandae quo soluta provident ea tempore dolor et tempore voluptas;Id modi architecto At dolore nemo qui sint possimus sit internos molestiae.__CR__Qui doloremque voluptatem et necessitatibus cupiditate ut doloremque labore rem corrupti incidunt et ducimus vero et velit modi quo officia quas.__CR____CR__Ad debitis quam est quidem earum vel iure animi cum aliquid molestias rem ullam impedit aut explicabo dolorum et natus excepturi.__CR____CR__Qui tempore reprehenderit vel soluta illo et labore magnam vel atque doloribus in eveniet delectus;Paul;Doe
archive_0100;document_0028.jpg;rental;lawyer;AD Franche-Comté;TTH-bb11:bis 2370;08/01/1636;1636;;Ex illum minus nam officiis fugit aut reiciendis earum et quidem dicta.;Aut eveniet libero ut cupiditate quisquam ut quod fugiat. Sed iusto voluptas sit consectetur debitis vel ipsum fuga.__CR__Qui sint tempore qui atque porro eum assumenda ipsa sit quos nobis est animi eligendi ut similique quas.__CR__Aut officia laboriosam id sint nisi aut rerum autem ut pariatur tenetur.__CR__A omnis commodi ut saepe quia et accusamus explicabo?__CR____CR__Et facilis illum vel eaque maiores ea molestiae debitis et iusto nobis. Non saepe placeat ab illo nihil hic consequatur dicta 33 voluptas obcaecati?__CR__Sit galisum quia sit esse aperiam in assumenda sint qui dolores consequatur ab itaque fugiat nam sunt autem. Eum magni nihil et ipsum eveniet in quas exercitationem?;Donald;Pagnol
archive_0101;document_0020.jpg;rental;church;Abbaye de Saint-Philibert;AAAPR12 bb11:bis 373;17/07/1481;1481;archive_0099,archive_0090,archive_0121,archive_0147;Aut nostrum adipisci id odio doloremque qui reprehenderit nostrum rem praesentium facilis non dolore eligendi.;Id modi architecto At dolore nemo qui sint possimus sit internos molestiae.__CR__Qui doloremque voluptatem et necessitatibus cupiditate ut doloremque labore rem corrupti incidunt et ducimus vero et velit modi quo officia quas.__CR____CR__Ad debitis quam est quidem earum vel iure animi cum aliquid molestias rem ullam impedit aut explicabo dolorum et natus excepturi.__CR____CR__Qui tempore reprehenderit vel soluta illo et labore magnam vel atque doloribus in eveniet delectus;Marcel;Dupont
archive_0102;document_0013.jpg;account;church;Abbaye de Fontenay;XVIYY // 5414;27/01/1641;1641;;Sed fugiat corporis ad fugit voluptate non cumque tenetur eos necessitatibus eius.;Ab pariatur laudantium consequatur laboriosam in adipisci expedita est Quis magnam At exercitationem repellendus aut odio facere aut possimus aliquam?__CR__Et amet voluptatem et accusantium consectetur est fuga voluptatem id obcaecati sunt aut minus Quis sed delectus natus.;Michel;Trump
archive_0103;document_0017.jpg;rental;church;Archives Nationales;XIEd-bb11:9403;29/09/1639;1639;;Qui tempora velit nam laboriosam consectetur ea similique necessitatibus At quia velit non distinctio maiores est dolorem quaerat.;Id modi architecto At dolore nemo qui sint possimus sit internos molestiae.__CR__Qui doloremque voluptatem et necessitatibus cupiditate ut doloremque labore rem corrupti incidunt et ducimus vero et velit modi quo officia quas.__CR____CR__Ad debitis quam est quidem earum vel iure animi cum aliquid molestias rem ullam impedit aut explicabo dolorum et natus excepturi.__CR____CR__Qui tempore reprehenderit vel soluta illo et labore magnam vel atque doloribus in eveniet delectus;Michel;Proust
archive_0104;document_0017.jpg;rental;church;Abbaye de Pontigny;XVIbb11:9880;25/07/1499;1499;archive_0180;Qui tempora velit nam laboriosam consectetur ea similique necessitatibus At quia velit non distinctio maiores est dolorem quaerat.;Id modi architecto At dolore nemo qui sint possimus sit internos molestiae.__CR__Qui doloremque voluptatem et necessitatibus cupiditate ut doloremque labore rem corrupti incidunt et ducimus vero et velit modi quo officia quas.__CR____CR__Ad debitis quam est quidem earum vel iure animi cum aliquid molestias rem ullam impedit aut explicabo dolorum et natus excepturi.__CR____CR__Qui tempore reprehenderit vel soluta illo et labore magnam vel atque doloribus in eveniet delectus;Jenny;Martin
archive_0105;document_0011.jpg;rental;church;Abbaye de Fontenay;BAAPR//34 56-9529;1552;1552;;Ex illum minus nam officiis fugit aut reiciendis earum et quidem dicta.;Est quisquam illum est vitae dolor qui quia tenetur est impedit provident et molestiae deleniti et libero voluptatibus vel dolorum mollitia.__CR__Eum soluta autem vel voluptas odit eum sint quaerat! Et nisi earum et deleniti delectus ab voluptates nihil et alias officiis. ;Leonardo;Martin
archive_0106;document_0021.jpg;rental;church;Abbaye de Fontenay;TTH-Z ter 4938;1484;1484;archive_0011;Ex illum minus nam officiis fugit aut reiciendis earum et quidem dicta.;Eum fugiat eius At Quis aspernatur rem tenetur voluptatem nam maxime adipisci vel ratione magni sed quaerat eveniet aut magni officiis?__CR__Non quis nemo eum mollitia blanditiis aut maxime exercitationem et quaerat tempore et pariatur rerum ut harum vitae.__CR__Id voluptatum iste aut ullam labore qui quam repellendus sed enim praesentium vel dolor voluptatem aut ratione sapiente.__CR__Ut mollitia eveniet id saepe perspiciatis et voluptatem repellat ut alias eaque qui nihil dolor.__CR__Et voluptatem ipsum qui obcaecati tenetur et facilis minima et magnam quasi eos explicabo quasi At rerum amet. Est quia voluptas nam dolorem magni et suscipit quia aut voluptates molestiae. Ex galisum natus est rerum quasi ut magni autem qui consequatur assumenda ea molestiae accusamus ut expedita repellat.__CR__Rem mollitia quia ut dolores deserunt aut reprehenderit quia non dolores suscipit ut perspiciatis sint! ;John;Proust
archive_0107;document_0009.jpg;rental;church;Abbaye de Notre-Dame-de-Quincy;XVIbb11:ter 7494;05/11/1653;1653;;Qui tempora velit nam laboriosam consectetur ea similique necessitatibus At quia velit non distinctio maiores est dolorem quaerat.;Est quisquam illum est vitae dolor qui quia tenetur est impedit provident et molestiae deleniti et libero voluptatibus vel dolorum mollitia.__CR__Eum soluta autem vel voluptas odit eum sint quaerat! Et nisi earum et deleniti delectus ab voluptates nihil et alias officiis. ;Marcel;Pagnol
archive_0108;document_0014.jpg;account;lawyer;Abbaye de Pontigny;AAAPR12 Z 9537;04/01/1477;1477;;Quo quaerat omnis quo doloremque sed necessitatibus corporis. Est deserunt illum sed enim cupiditate est sapiente voluptas;Aut eveniet libero ut cupiditate quisquam ut quod fugiat. Sed iusto voluptas sit consectetur debitis vel ipsum fuga.__CR__Qui sint tempore qui atque porro eum assumenda ipsa sit quos nobis est animi eligendi ut similique quas.__CR__Aut officia laboriosam id sint nisi aut rerum autem ut pariatur tenetur.__CR__A omnis commodi ut saepe quia et accusamus explicabo?__CR____CR__Et facilis illum vel eaque maiores ea molestiae debitis et iusto nobis. Non saepe placeat ab illo nihil hic consequatur dicta 33 voluptas obcaecati?__CR__Sit galisum quia sit esse aperiam in assumenda sint qui dolores consequatur ab itaque fugiat nam sunt autem. Eum magni nihil et ipsum eveniet in quas exercitationem?;Leonardo;Dupont
archive_0109;document_0023.jpg;rental;church;Abbaye de Fontenay;XVI56-// 8371;02/07/1600;1600;;Ex illum minus nam officiis fugit aut reiciendis earum et quidem dicta.;Aut eveniet libero ut cupiditate quisquam ut quod fugiat. Sed iusto voluptas sit consectetur debitis vel ipsum fuga.__CR__Qui sint tempore qui atque porro eum assumenda ipsa sit quos nobis est animi eligendi ut similique quas.__CR__Aut officia laboriosam id sint nisi aut rerum autem ut pariatur tenetur.__CR__A omnis commodi ut saepe quia et accusamus explicabo?__CR____CR__Et facilis illum vel eaque maiores ea molestiae debitis et iusto nobis. Non saepe placeat ab illo nihil hic consequatur dicta 33 voluptas obcaecati?__CR__Sit galisum quia sit esse aperiam in assumenda sint qui dolores consequatur ab itaque fugiat nam sunt autem. Eum magni nihil et ipsum eveniet in quas exercitationem?;;Doe
archive_0110;document_0003.jpg;rental;church;AD Franche-Comté;BAAPR//34 56-5420;1692;1692;;Et sequi ea asperiores porro ut exercitationem animi sed exercitationem quis qui officiis doloribus et perferendis quas! ;Eum fugiat eius At Quis aspernatur rem tenetur voluptatem nam maxime adipisci vel ratione magni sed quaerat eveniet aut magni officiis?__CR__Non quis nemo eum mollitia blanditiis aut maxime exercitationem et quaerat tempore et pariatur rerum ut harum vitae.__CR__Id voluptatum iste aut ullam labore qui quam repellendus sed enim praesentium vel dolor voluptatem aut ratione sapiente.__CR__Ut mollitia eveniet id saepe perspiciatis et voluptatem repellat ut alias eaque qui nihil dolor.__CR__Et voluptatem ipsum qui obcaecati tenetur et facilis minima et magnam quasi eos explicabo quasi At rerum amet. Est quia voluptas nam dolorem magni et suscipit quia aut voluptates molestiae. Ex galisum natus est rerum quasi ut magni autem qui consequatur assumenda ea molestiae accusamus ut expedita repellat.__CR__Rem mollitia quia ut dolores deserunt aut reprehenderit quia non dolores suscipit ut perspiciatis sint! ;Donald;Biden
archive_0111;document_0006.jpg;rental;lawyer;Abbaye de Pontigny;IV YY bis 8112;02/08/1638;1638;archive_0052,archive_0062;Qui tempora velit nam laboriosam consectetur ea similique necessitatibus At quia velit non distinctio maiores est dolorem quaerat.;Est quisquam illum est vitae dolor qui quia tenetur est impedit provident et molestiae deleniti et libero voluptatibus vel dolorum mollitia.__CR__Eum soluta autem vel voluptas odit eum sint quaerat! Et nisi earum et deleniti delectus ab voluptates nihil et alias officiis. ;Michel;Martin
archive_0112;document_0005.jpg;rental;church;Abbaye de Pontigny;jjd / K3 56-9204;1474;1474;;Quo quaerat omnis quo doloremque sed necessitatibus corporis. Est deserunt illum sed enim cupiditate est sapiente voluptas;In blanditiis quia aut internos maiores a galisum asperiores sed dolor nostrum aut distinctio adipisci non eaque porro et molestiae natus.__CR__33 doloremque laudantium ut facere rerum et quod atque.__CR__Qui voluptas eveniet ut voluptatem soluta est officia facere. In optio Quis ut repudiandae repellat vel nemo doloribus.__CR__Cum labore voluptate quo assumenda sit fugiat sequi in exercitationem suscipit sit deleniti reiciendis.__CR____CR__Ut autem exercitationem eos omnis maiores qui excepturi iste et quasi magnam et eveniet illo sit mollitia dolorum.__CR__Qui praesentium magni At enim possimus et ducimus magnam sit tempore esse id omnis natus eum dolore quis? Ad temporibus Quis 33 quia quisquam aut voluptates quis eos voluptatibus odit et facere molestiae id alias cupiditate.__CR__In voluptas reprehenderit est consequatur quibusdam est dicta nulla. Aut nulla laborum et nihil libero sit recusandae saepe.__CR__Et quam repellat et ducimus enim non dolorum quidem qui voluptatem enim aut omnis sint in placeat corporis sit sunt perspiciatis. ;Paul;Pagnol
archive_0113;document_0004.jpg;rental;church;AD Franche-Comté;IV 56-3610;11/10/1616;1616;;Ex illum minus nam officiis fugit aut reiciendis earum et quidem dicta.;Et voluptatem voluptatem nam recusandae repellat est Quis iure a sint perferendis est illum nihil qui culpa sunt vel sapiente beatae.__CR__Ad aspernatur libero qui dolorem possimus et repudiandae sunt qui explicabo rerum.__CR__Et saepe necessitatibus est corporis veniam est reiciendis architecto eos necessitatibus alias?__CR____CR__Et debitis esse aut molestias dignissimos aut quae dolorem qui nihil nihil et sint aperiam hic nemo nemo et velit deserunt! Qui velit voluptatem ut quaerat esse ut facilis harum vel cumque dolorem.__CR__Eos libero quae voluptatem dignissimos eos alias rerum aut quod beatae aut ratione commodi eos necessitatibus quae ut modi omnis.__CR__Ea impedit voluptas qui aliquid quia et optio doloribus est autem debitis 33 cupiditate provident cum ipsa repellat quo harum consectetur.__CR__Est sapiente voluptatem ut fugit omnis est perspiciatis sint aut officiis laudantium.__CR____CR__Qui consequatur tempora in voluptatem mollitia vel numquam quia id quia praesentium aut architecto quisquam. ;Jenny;Proust
archive_0114;document_0016.jpg;wedding;city;Abbaye de Saint-Philibert;AAAPR12 Z 3576;1520;1520;archive_0163,archive_0121,archive_0020,archive_0120;Quo quaerat omnis quo doloremque sed necessitatibus corporis. Est deserunt illum sed enim cupiditate est sapiente voluptas;Lorem ipsum dolor sit amet. Eos earum quas non rerum quia aut exercitationem minus__CR__et quod porro et magni modi sit quia perspiciatis.__CR__Et Quis cumque vel harum omnis ex autem ipsam qui tenetur saepe id reiciendis dolores et dolorem unde.__CR__Sit praesentium alias et ipsum blanditiis sed alias nemo vel odio. ;Lucie;Biden
archive_0115;document_0008.jpg;rental;church;AD Franche-Comté;XIII Z 9784;1620;1620;;Ut distinctio aperiam eos nemo vitae id tempore corporis. Ut porro tempore ut vitae quaerat eos atque dolores ea sint praesentium. ;Et corrupti quia et eveniet molestiae ut quia rerum rem repellat iste.__CR__Sed incidunt recusandae et ullam ullam ut architecto quae eum Quis harum et voluptate galisum ut vero nihil mollitia architecto!__CR__Ut assumenda illo ea optio nihil est enim laboriosam ex voluptatibus expedita qui numquam voluptatum non blanditiis omnis quo facilis dolor. ;Martin;Di Caprio
archive_0116;document_0009.jpg;rental;church;AD Franche-Comté;XVI56-2396;23/10/1640;1640;;Aut nostrum adipisci id odio doloremque qui reprehenderit nostrum rem praesentium facilis non dolore eligendi.;Eum fugiat eius At Quis aspernatur rem tenetur voluptatem nam maxime adipisci vel ratione magni sed quaerat eveniet aut magni officiis?__CR__Non quis nemo eum mollitia blanditiis aut maxime exercitationem et quaerat tempore et pariatur rerum ut harum vitae.__CR__Id voluptatum iste aut ullam labore qui quam repellendus sed enim praesentium vel dolor voluptatem aut ratione sapiente.__CR__Ut mollitia eveniet id saepe perspiciatis et voluptatem repellat ut alias eaque qui nihil dolor.__CR__Et voluptatem ipsum qui obcaecati tenetur et facilis minima et magnam quasi eos explicabo quasi At rerum amet. Est quia voluptas nam dolorem magni et suscipit quia aut voluptates molestiae. Ex galisum natus est rerum quasi ut magni autem qui consequatur assumenda ea molestiae accusamus ut expedita repellat.__CR__Rem mollitia quia ut dolores deserunt aut reprehenderit quia non dolores suscipit ut perspiciatis sint! ;Marcel;Dupont
archive_0117;document_0007.jpg;rental;church;Abbaye de Fontenay;IV 42//ter 6374;06/10/1565;1565;;Ut alias dicta aut ullam laudantium vel doloremque recusandae quo soluta provident ea tempore dolor et tempore voluptas;Quo nobis architecto est accusantium eius vel nihil culpa et impedit autem aut quos tempora ut voluptas cupiditate.__CR__Est asperiores ducimus nam quam aliquid cum veritatis voluptates ut perferendis amet sit nesciunt autem.__CR__Est fugiat reiciendis qui tempore asperiores et obcaecati internos voluptatem expedita eos voluptatem assumenda.__CR__Qui dolor velit et aliquam sint et sapiente cupiditate aut illum quasi.__CR__In sint maiores qui obcaecati dolores quo perspiciatis unde ut eaque illum ea voluptatem beatae qui labore iste in recusandae quis.__CR__Sit rerum dignissimos ea dolore repellat ea nobis error. Vel aspernatur voluptatem est illum doloremque qui obcaecati placeat vel quod labore sed enim voluptates sed accusamus eaque aut nihil quaerat.__CR__Aut natus explicabo sit velit numquam qui dolorum quibusdam qui atque odio aut consequatur dolor! Quo sequi dolorum et blanditiis voluptatibus et quis galisum.__CR____CR__Ut accusamus pariatur in fuga dignissimos aut vero fugit non architecto modi est velit minus eos voluptatum dolores et molestiae consequatur?__CR__Ut fugit delectus et quasi quasi est sunt excepturi et consequatur velit rem quis tempora in quod rerum ut numquam doloremque.__CR__Qui delectus ipsam ut totam quod sed autem obcaecati 33 exercitationem error?__CR____CR__Quo dolorem asperiores hic dolorem repudiandae eos quia enim ea vitae omnis eos quisquam molestias.__CR__Qui eveniet deserunt et repellat aliquam ut deserunt tempora sed iste eius. ;Donald;Dupont
archive_0118;document_0017.jpg;account;church;Abbaye de Fontenay;jjd / K3 42//2205;21/12/1591;1591;;Qui tempora velit nam laboriosam consectetur ea similique necessitatibus At quia velit non distinctio maiores est dolorem quaerat.;Et corrupti quia et eveniet molestiae ut quia rerum rem repellat iste.__CR__Sed incidunt recusandae et ullam ullam ut architecto quae eum Quis harum et voluptate galisum ut vero nihil mollitia architecto!__CR__Ut assumenda illo ea optio nihil est enim laboriosam ex voluptatibus expedita qui numquam voluptatum non blanditiis omnis quo facilis dolor. ;Leonardo;Proust
archive_0119;document_0019.jpg;rental;city;Abbaye de Pontigny;AAAPR12 56-8217;1448;1448;;Ut distinctio aperiam eos nemo vitae id tempore corporis. Ut porro tempore ut vitae quaerat eos atque dolores ea sint praesentium. ;Ab pariatur laudantium consequatur laboriosam in adipisci expedita est Quis magnam At exercitationem repellendus aut odio facere aut possimus aliquam?__CR__Et amet voluptatem et accusantium consectetur est fuga voluptatem id obcaecati sunt aut minus Quis sed delectus natus.;Myriam;Proust
archive_0120;document_0026.jpg;rental;church;Archives Nationales;ZTG Z 1665;24/01/1603;1603;;Ut distinctio aperiam eos nemo vitae id tempore corporis. Ut porro tempore ut vitae quaerat eos atque dolores ea sint praesentium. ;Non voluptatum quis est molestiae quisquam ab illo accusantium.__CR__Id neque aliquam nam molestiae suscipit ex nobis molestiae est impedit minima aut excepturi omnis qui veniam molestias eum esse deleniti.__CR__In repellat internos eum perspiciatis error est veritatis ullam est cupiditate suscipit non dolores maxime ea quaerat saepe.__CR__Quo voluptas accusamus est minus vitae ab culpa unde non incidunt itaque et voluptatem error.__CR__Est voluptatum accusantium et labore culpa ut officiis autem vel earum porro! ;Michel;Proust
archive_0121;document_0011.jpg;account;church;AD Franche-Comté;TTH-56-// 1663;14/11/1673;1673;;Ut distinctio aperiam eos nemo vitae id tempore corporis. Ut porro tempore ut vitae quaerat eos atque dolores ea sint praesentium. ;In blanditiis quia aut internos maiores a galisum asperiores sed dolor nostrum aut distinctio adipisci non eaque porro et molestiae natus.__CR__33 doloremque laudantium ut facere rerum et quod atque.__CR__Qui voluptas eveniet ut voluptatem soluta est officia facere. In optio Quis ut repudiandae repellat vel nemo doloribus.__CR__Cum labore voluptate quo assumenda sit fugiat sequi in exercitationem suscipit sit deleniti reiciendis.__CR____CR__Ut autem exercitationem eos omnis maiores qui excepturi iste et quasi magnam et eveniet illo sit mollitia dolorum.__CR__Qui praesentium magni At enim possimus et ducimus magnam sit tempore esse id omnis natus eum dolore quis? Ad temporibus Quis 33 quia quisquam aut voluptates quis eos voluptatibus odit et facere molestiae id alias cupiditate.__CR__In voluptas reprehenderit est consequatur quibusdam est dicta nulla. Aut nulla laborum et nihil libero sit recusandae saepe.__CR__Et quam repellat et ducimus enim non dolorum quidem qui voluptatem enim aut omnis sint in placeat corporis sit sunt perspiciatis. ;Paul;Doe
archive_0122;document_0016.jpg;rental;church;Abbaye de Notre-Dame-de-Quincy;ZTG bb11:bis 7279;10/03/1553;1553;;Quo quaerat omnis quo doloremque sed necessitatibus corporis. Est deserunt illum sed enim cupiditate est sapiente voluptas;Lorem ipsum dolor sit amet. Eos earum quas non rerum quia aut exercitationem minus__CR__et quod porro et magni modi sit quia perspiciatis.__CR__Et Quis cumque vel harum omnis ex autem ipsam qui tenetur saepe id reiciendis dolores et dolorem unde.__CR__Sit praesentium alias et ipsum blanditiis sed alias nemo vel odio. ;Donald;Pagnol
archive_0123;document_0009.jpg;rental;city;Abbaye de Pontigny;OIII:bb11:// 7893;04/03/1521;1521;;Non dicta ratione sed quia voluptates non fugit aperiam aperiam ipsum aut omnis autem ut magni ratione. ;Quo nobis architecto est accusantium eius vel nihil culpa et impedit autem aut quos tempora ut voluptas cupiditate.__CR__Est asperiores ducimus nam quam aliquid cum veritatis voluptates ut perferendis amet sit nesciunt autem.__CR__Est fugiat reiciendis qui tempore asperiores et obcaecati internos voluptatem expedita eos voluptatem assumenda.__CR__Qui dolor velit et aliquam sint et sapiente cupiditate aut illum quasi.__CR__In sint maiores qui obcaecati dolores quo perspiciatis unde ut eaque illum ea voluptatem beatae qui labore iste in recusandae quis.__CR__Sit rerum dignissimos ea dolore repellat ea nobis error. Vel aspernatur voluptatem est illum doloremque qui obcaecati placeat vel quod labore sed enim voluptates sed accusamus eaque aut nihil quaerat.__CR__Aut natus explicabo sit velit numquam qui dolorum quibusdam qui atque odio aut consequatur dolor! Quo sequi dolorum et blanditiis voluptatibus et quis galisum.__CR____CR__Ut accusamus pariatur in fuga dignissimos aut vero fugit non architecto modi est velit minus eos voluptatum dolores et molestiae consequatur?__CR__Ut fugit delectus et quasi quasi est sunt excepturi et consequatur velit rem quis tempora in quod rerum ut numquam doloremque.__CR__Qui delectus ipsam ut totam quod sed autem obcaecati 33 exercitationem error?__CR____CR__Quo dolorem asperiores hic dolorem repudiandae eos quia enim ea vitae omnis eos quisquam molestias.__CR__Qui eveniet deserunt et repellat aliquam ut deserunt tempora sed iste eius. ;Joe;Hochon
archive_0124;document_0015.jpg;wedding;church;Abbaye de Pontigny;TTH-YY // 6186;23/03/1493;1493;;Quo quaerat omnis quo doloremque sed necessitatibus corporis. Est deserunt illum sed enim cupiditate est sapiente voluptas;Id modi architecto At dolore nemo qui sint possimus sit internos molestiae.__CR__Qui doloremque voluptatem et necessitatibus cupiditate ut doloremque labore rem corrupti incidunt et ducimus vero et velit modi quo officia quas.__CR____CR__Ad debitis quam est quidem earum vel iure animi cum aliquid molestias rem ullam impedit aut explicabo dolorum et natus excepturi.__CR____CR__Qui tempore reprehenderit vel soluta illo et labore magnam vel atque doloribus in eveniet delectus;;Trump
archive_0125;document_0001.jpg;rental;church;Abbaye de Pontigny;ZTG 56-bis 7123;28/01/1545;1545;;Quo quaerat omnis quo doloremque sed necessitatibus corporis. Est deserunt illum sed enim cupiditate est sapiente voluptas;Non voluptatum quis est molestiae quisquam ab illo accusantium.__CR__Id neque aliquam nam molestiae suscipit ex nobis molestiae est impedit minima aut excepturi omnis qui veniam molestias eum esse deleniti.__CR__In repellat internos eum perspiciatis error est veritatis ullam est cupiditate suscipit non dolores maxime ea quaerat saepe.__CR__Quo voluptas accusamus est minus vitae ab culpa unde non incidunt itaque et voluptatem error.__CR__Est voluptatum accusantium et labore culpa ut officiis autem vel earum porro! ;Marcel;Dupont
archive_0126;document_0002.jpg;rental;city;Abbaye de Pontigny;XIII 42//// 8594;1597;1597;;Sed fugiat corporis ad fugit voluptate non cumque tenetur eos necessitatibus eius.;Ab pariatur laudantium consequatur laboriosam in adipisci expedita est Quis magnam At exercitationem repellendus aut odio facere aut possimus aliquam?__CR__Et amet voluptatem et accusantium consectetur est fuga voluptatem id obcaecati sunt aut minus Quis sed delectus natus.;John;Proust
archive_0127;document_0010.jpg;rental;church;Abbaye de Pontigny;XIII 56-5847;22/07/1657;1657;;Quo maiores illo quo distinctio possimus ut veniam corporis sed maxime dicta eos quia dolor.;Et corrupti quia et eveniet molestiae ut quia rerum rem repellat iste.__CR__Sed incidunt recusandae et ullam ullam ut architecto quae eum Quis harum et voluptate galisum ut vero nihil mollitia architecto!__CR__Ut assumenda illo ea optio nihil est enim laboriosam ex voluptatibus expedita qui numquam voluptatum non blanditiis omnis quo facilis dolor. ;;Trump
archive_0128;document_0001.jpg;rental;lawyer;Abbaye de Pontigny;XIEd-42//// 4852;1553;1553;;Quo maiores illo quo distinctio possimus ut veniam corporis sed maxime dicta eos quia dolor.;Id modi architecto At dolore nemo qui sint possimus sit internos molestiae.__CR__Qui doloremque voluptatem et necessitatibus cupiditate ut doloremque labore rem corrupti incidunt et ducimus vero et velit modi quo officia quas.__CR____CR__Ad debitis quam est quidem earum vel iure animi cum aliquid molestias rem ullam impedit aut explicabo dolorum et natus excepturi.__CR____CR__Qui tempore reprehenderit vel soluta illo et labore magnam vel atque doloribus in eveniet delectus;;Hochon
archive_0129;document_0011.jpg;rental;church;Abbaye de Fontenay;OIII:YY 1674;16/11/1577;1577;archive_0112,archive_0160,archive_0176,archive_0200;Sed fugiat corporis ad fugit voluptate non cumque tenetur eos necessitatibus eius.;Aut eveniet libero ut cupiditate quisquam ut quod fugiat. Sed iusto voluptas sit consectetur debitis vel ipsum fuga.__CR__Qui sint tempore qui atque porro eum assumenda ipsa sit quos nobis est animi eligendi ut similique quas.__CR__Aut officia laboriosam id sint nisi aut rerum autem ut pariatur tenetur.__CR__A omnis commodi ut saepe quia et accusamus explicabo?__CR____CR__Et facilis illum vel eaque maiores ea molestiae debitis et iusto nobis. Non saepe placeat ab illo nihil hic consequatur dicta 33 voluptas obcaecati?__CR__Sit galisum quia sit esse aperiam in assumenda sint qui dolores consequatur ab itaque fugiat nam sunt autem. Eum magni nihil et ipsum eveniet in quas exercitationem?;Donald;Martin
archive_0130;document_0003.jpg;account;lawyer;AD Franche-Comté;TTH-42//3577;09/07/1638;1638;;Quo quaerat omnis quo doloremque sed necessitatibus corporis. Est deserunt illum sed enim cupiditate est sapiente voluptas;Et corrupti quia et eveniet molestiae ut quia rerum rem repellat iste.__CR__Sed incidunt recusandae et ullam ullam ut architecto quae eum Quis harum et voluptate galisum ut vero nihil mollitia architecto!__CR__Ut assumenda illo ea optio nihil est enim laboriosam ex voluptatibus expedita qui numquam voluptatum non blanditiis omnis quo facilis dolor. ;Leonardo;Trump
